MONTH,REGION,COUNTRYOFRESIDENCE,OVERNIGHTSTAYS
01/02/2022,Bern Region,Romania,415
01/02/2022,Bern Region,Russia,401
01/02/2022,Bern Region,Slovakia,238
01/02/2022,Bern Region,Slovenia,237
01/02/2022,Bern Region,Czechia,461
01/02/2022,Bern Region,Ukraine,219
01/02/2022,Bern Region,Serbia,55
01/02/2022,Jura & Three-Lakes,Switzerland,18999
01/02/2022,Jura & Three-Lakes,Baltic States,0
01/02/2022,Jura & Three-Lakes,Germany,1861
01/02/2022,Jura & Three-Lakes,France,2762
01/02/2022,Jura & Three-Lakes,Italy,1565
01/02/2022,Jura & Three-Lakes,Austria,157
01/02/2022,Jura & Three-Lakes,United Kingdom,223
01/02/2022,Jura & Three-Lakes,Irland,80
01/02/2022,Jura & Three-Lakes,Netherlands,223
01/02/2022,Jura & Three-Lakes,Belgium,297
01/02/2022,Jura & Three-Lakes,Luxembourg,25
01/02/2022,Jura & Three-Lakes,Denmark,63
01/02/2022,Jura & Three-Lakes,Sweden,23
01/02/2022,Jura & Three-Lakes,Norway,27
01/02/2022,Jura & Three-Lakes,Finland,196
01/02/2022,Jura & Three-Lakes,Spain,243
01/02/2022,Jura & Three-Lakes,Portugal,185
01/02/2022,Jura & Three-Lakes,Greece,3
01/02/2022,Jura & Three-Lakes,Turkey,29
01/02/2022,Jura & Three-Lakes,Other European countries,183
01/02/2022,Jura & Three-Lakes,Liechtenstein,17
01/02/2022,Jura & Three-Lakes,Iceland,0
01/02/2022,Jura & Three-Lakes,Poland,116
01/02/2022,Jura & Three-Lakes,Hungary,31
01/02/2022,Jura & Three-Lakes,Belarus,0
01/02/2022,Jura & Three-Lakes,Bulgaria,14
01/02/2022,Jura & Three-Lakes,Malta,0
01/02/2022,Jura & Three-Lakes,Cyprus,6
01/02/2022,Jura & Three-Lakes,Chile,0
01/02/2022,Jura & Three-Lakes,United States,858
01/02/2022,Jura & Three-Lakes,Canada,80
01/02/2022,Jura & Three-Lakes,Mexico,49
01/02/2022,Jura & Three-Lakes,Brazil,60
01/02/2022,Jura & Three-Lakes,Argentina,0
01/02/2022,Jura & Three-Lakes,"Central America, Caribbean",0
01/02/2022,Jura & Three-Lakes,Other South American countries,14
01/02/2022,Jura & Three-Lakes,Other Central American countries,16
01/02/2022,Jura & Three-Lakes,Egypt,10
01/02/2022,Jura & Three-Lakes,Other North African countries,64
01/02/2022,Jura & Three-Lakes,South Africa,66
01/02/2022,Jura & Three-Lakes,Other African countries,22
01/02/2022,Jura & Three-Lakes,Bahrain,0
01/02/2022,Jura & Three-Lakes,Israel,20
01/02/2022,Jura & Three-Lakes,India,49
01/02/2022,Jura & Three-Lakes,Japan,82
01/02/2022,Jura & Three-Lakes,Other South-East Asian countries,25
01/02/2022,Jura & Three-Lakes,Qatar,2
01/02/2022,Jura & Three-Lakes,Kuwait,2
01/02/2022,Jura & Three-Lakes,Australia,1
01/02/2022,Jura & Three-Lakes,"Australia, New Zealand, Oceania",0
01/02/2022,Jura & Three-Lakes,China,6
01/02/2022,Jura & Three-Lakes,Gulf States,0
01/02/2022,Jura & Three-Lakes,Hong Kong,30
01/02/2022,Jura & Three-Lakes,Indonesia,27
01/02/2022,Jura & Three-Lakes,South Korea,3
01/02/2022,Jura & Three-Lakes,Malaysia,0
01/02/2022,Jura & Three-Lakes,Philippines,0
01/02/2022,Jura & Three-Lakes,"New Zealand, Oceania",10
01/02/2022,Jura & Three-Lakes,Singapore,12
01/02/2022,Jura & Three-Lakes,Oman,0
01/02/2022,Jura & Three-Lakes,Taiwan (Chinese Taipei),0
01/02/2022,Jura & Three-Lakes,Thailand,9
01/02/2022,Jura & Three-Lakes,Other West Asian countries,29
01/02/2022,Jura & Three-Lakes,Estonia,0
01/02/2022,Jura & Three-Lakes,Latvia,4
01/02/2022,Jura & Three-Lakes,Lithuania,4
01/02/2022,Jura & Three-Lakes,Saudi Arabia,6
01/02/2022,Jura & Three-Lakes,United Arab Emirates,12
01/02/2022,Jura & Three-Lakes,Serbia and Montenegro,0
01/02/2022,Jura & Three-Lakes,Croatia,22
01/02/2022,Jura & Three-Lakes,Romania,63
01/02/2022,Jura & Three-Lakes,Russia,145
01/02/2022,Jura & Three-Lakes,Slovakia,10
01/02/2022,Jura & Three-Lakes,Slovenia,3
01/02/2022,Jura & Three-Lakes,Czechia,100
01/02/2022,Jura & Three-Lakes,Ukraine,56
01/02/2022,Jura & Three-Lakes,Serbia,2
01/02/2022,Vaud,Switzerland,104317
01/02/2022,Vaud,Baltic States,0
01/02/2022,Vaud,Germany,3737
01/02/2022,Vaud,France,19783
01/02/2022,Vaud,Italy,3466
01/02/2022,Vaud,Austria,380
01/02/2022,Vaud,United Kingdom,6236
01/02/2022,Vaud,Irland,234
01/02/2022,Vaud,Netherlands,1587
01/02/2022,Vaud,Belgium,3671
01/02/2022,Vaud,Luxembourg,501
01/02/2022,Vaud,Denmark,522
01/02/2022,Vaud,Sweden,279
01/02/2022,Vaud,Norway,148
01/02/2022,Vaud,Finland,97
01/02/2022,Vaud,Spain,1541
01/02/2022,Vaud,Portugal,1242
01/02/2022,Vaud,Greece,315
01/02/2022,Vaud,Turkey,220
01/02/2022,Vaud,Other European countries,1458
01/02/2022,Vaud,Liechtenstein,59
01/02/2022,Vaud,Iceland,63
01/02/2022,Vaud,Poland,288
01/02/2022,Vaud,Hungary,81
01/02/2022,Vaud,Belarus,35
01/02/2022,Vaud,Bulgaria,32
01/02/2022,Vaud,Malta,14
01/02/2022,Vaud,Cyprus,11
01/02/2022,Vaud,Chile,16
01/02/2022,Vaud,United States,2839
01/02/2022,Vaud,Canada,302
01/02/2022,Vaud,Mexico,820
01/02/2022,Vaud,Brazil,718
01/02/2022,Vaud,Argentina,64
01/02/2022,Vaud,"Central America, Caribbean",0
01/02/2022,Vaud,Other South American countries,149
01/02/2022,Vaud,Other Central American countries,140
01/02/2022,Vaud,Egypt,201
01/02/2022,Vaud,Other North African countries,298
01/02/2022,Vaud,South Africa,24
01/02/2022,Vaud,Other African countries,516
01/02/2022,Vaud,Bahrain,8
01/02/2022,Vaud,Israel,161
01/02/2022,Vaud,India,548
01/02/2022,Vaud,Japan,245
01/02/2022,Vaud,Other South-East Asian countries,177
01/02/2022,Vaud,Qatar,86
01/02/2022,Vaud,Kuwait,141
01/02/2022,Vaud,Australia,216
01/02/2022,Vaud,"Australia, New Zealand, Oceania",0
01/02/2022,Vaud,China,650
01/02/2022,Vaud,Gulf States,0
01/02/2022,Vaud,Hong Kong,53
01/02/2022,Vaud,Indonesia,98
01/02/2022,Vaud,South Korea,202
01/02/2022,Vaud,Malaysia,29
01/02/2022,Vaud,Philippines,4
01/02/2022,Vaud,"New Zealand, Oceania",33
01/02/2022,Vaud,Singapore,229
01/02/2022,Vaud,Oman,4
01/02/2022,Vaud,Taiwan (Chinese Taipei),26
01/02/2022,Vaud,Thailand,170
01/02/2022,Vaud,Other West Asian countries,290
01/02/2022,Vaud,Estonia,89
01/02/2022,Vaud,Latvia,64
01/02/2022,Vaud,Lithuania,76
01/02/2022,Vaud,Saudi Arabia,639
01/02/2022,Vaud,United Arab Emirates,611
01/02/2022,Vaud,Serbia and Montenegro,0
01/02/2022,Vaud,Croatia,83
01/02/2022,Vaud,Romania,420
01/02/2022,Vaud,Russia,756
01/02/2022,Vaud,Slovakia,126
01/02/2022,Vaud,Slovenia,65
01/02/2022,Vaud,Czechia,218
01/02/2022,Vaud,Ukraine,192
01/02/2022,Vaud,Serbia,45
01/02/2022,Geneva,Switzerland,44969
01/02/2022,Geneva,Baltic States,0
01/02/2022,Geneva,Germany,4202
01/02/2022,Geneva,France,20986
01/02/2022,Geneva,Italy,4107
01/02/2022,Geneva,Austria,680
01/02/2022,Geneva,United Kingdom,13835
01/02/2022,Geneva,Irland,1118
01/02/2022,Geneva,Netherlands,2014
01/02/2022,Geneva,Belgium,2837
01/02/2022,Geneva,Luxembourg,353
01/02/2022,Geneva,Denmark,808
01/02/2022,Geneva,Sweden,752
01/02/2022,Geneva,Norway,560
01/02/2022,Geneva,Finland,395
01/02/2022,Geneva,Spain,4162
01/02/2022,Geneva,Portugal,2172
01/02/2022,Geneva,Greece,810
01/02/2022,Geneva,Turkey,828
01/02/2022,Geneva,Other European countries,930
01/02/2022,Geneva,Liechtenstein,38
01/02/2022,Geneva,Iceland,35
01/02/2022,Geneva,Poland,1021
01/02/2022,Geneva,Hungary,236
01/02/2022,Geneva,Belarus,22
01/02/2022,Geneva,Bulgaria,245
01/02/2022,Geneva,Malta,240
01/02/2022,Geneva,Cyprus,116
01/02/2022,Geneva,Chile,117
01/02/2022,Geneva,United States,9393
01/02/2022,Geneva,Canada,1416
01/02/2022,Geneva,Mexico,571
01/02/2022,Geneva,Brazil,2453
01/02/2022,Geneva,Argentina,240
01/02/2022,Geneva,"Central America, Caribbean",0
01/02/2022,Geneva,Other South American countries,467
01/02/2022,Geneva,Other Central American countries,445
01/02/2022,Geneva,Egypt,445
01/02/2022,Geneva,Other North African countries,1543
01/02/2022,Geneva,South Africa,385
01/02/2022,Geneva,Other African countries,2168
01/02/2022,Geneva,Bahrain,104
01/02/2022,Geneva,Israel,1314
01/02/2022,Geneva,India,1132
01/02/2022,Geneva,Japan,431
01/02/2022,Geneva,Other South-East Asian countries,994
01/02/2022,Geneva,Qatar,853
01/02/2022,Geneva,Kuwait,1149
01/02/2022,Geneva,Australia,554
01/02/2022,Geneva,"Australia, New Zealand, Oceania",0
01/02/2022,Geneva,China,582
01/02/2022,Geneva,Gulf States,0
01/02/2022,Geneva,Hong Kong,191
01/02/2022,Geneva,Indonesia,82
01/02/2022,Geneva,South Korea,291
01/02/2022,Geneva,Malaysia,236
01/02/2022,Geneva,Philippines,170
01/02/2022,Geneva,"New Zealand, Oceania",120
01/02/2022,Geneva,Singapore,449
01/02/2022,Geneva,Oman,49
01/02/2022,Geneva,Taiwan (Chinese Taipei),64
01/02/2022,Geneva,Thailand,360
01/02/2022,Geneva,Other West Asian countries,1342
01/02/2022,Geneva,Estonia,123
01/02/2022,Geneva,Latvia,120
01/02/2022,Geneva,Lithuania,130
01/02/2022,Geneva,Saudi Arabia,3076
01/02/2022,Geneva,United Arab Emirates,2464
01/02/2022,Geneva,Serbia and Montenegro,0
01/02/2022,Geneva,Croatia,148
01/02/2022,Geneva,Romania,708
01/02/2022,Geneva,Russia,1750
01/02/2022,Geneva,Slovakia,118
01/02/2022,Geneva,Slovenia,61
01/02/2022,Geneva,Czechia,274
01/02/2022,Geneva,Ukraine,645
01/02/2022,Geneva,Serbia,130
01/02/2022,Valais,Switzerland,347821
01/02/2022,Valais,Baltic States,0
01/02/2022,Valais,Germany,24175
01/02/2022,Valais,France,26566
01/02/2022,Valais,Italy,4922
01/02/2022,Valais,Austria,970
01/02/2022,Valais,United Kingdom,36474
01/02/2022,Valais,Irland,1191
01/02/2022,Valais,Netherlands,13461
01/02/2022,Valais,Belgium,13694
01/02/2022,Valais,Luxembourg,3619
01/02/2022,Valais,Denmark,4381
01/02/2022,Valais,Sweden,3296
01/02/2022,Valais,Norway,2892
01/02/2022,Valais,Finland,1226
01/02/2022,Valais,Spain,2585
01/02/2022,Valais,Portugal,1321
01/02/2022,Valais,Greece,395
01/02/2022,Valais,Turkey,348
01/02/2022,Valais,Other European countries,1046
01/02/2022,Valais,Liechtenstein,116
01/02/2022,Valais,Iceland,200
01/02/2022,Valais,Poland,1549
01/02/2022,Valais,Hungary,338
01/02/2022,Valais,Belarus,65
01/02/2022,Valais,Bulgaria,222
01/02/2022,Valais,Malta,119
01/02/2022,Valais,Cyprus,163
01/02/2022,Valais,Chile,56
01/02/2022,Valais,United States,15964
01/02/2022,Valais,Canada,1221
01/02/2022,Valais,Mexico,431
01/02/2022,Valais,Brazil,2188
01/02/2022,Valais,Argentina,193
01/02/2022,Valais,"Central America, Caribbean",0
01/02/2022,Valais,Other South American countries,457
01/02/2022,Valais,Other Central American countries,231
01/02/2022,Valais,Egypt,62
01/02/2022,Valais,Other North African countries,239
01/02/2022,Valais,South Africa,254
01/02/2022,Valais,Other African countries,174
01/02/2022,Valais,Bahrain,30
01/02/2022,Valais,Israel,819
01/02/2022,Valais,India,273
01/02/2022,Valais,Japan,104
01/02/2022,Valais,Other South-East Asian countries,206
01/02/2022,Valais,Qatar,118
01/02/2022,Valais,Kuwait,532
01/02/2022,Valais,Australia,760
01/02/2022,Valais,"Australia, New Zealand, Oceania",0
01/02/2022,Valais,China,273
01/02/2022,Valais,Gulf States,0
01/02/2022,Valais,Hong Kong,132
01/02/2022,Valais,Indonesia,140
01/02/2022,Valais,South Korea,120
01/02/2022,Valais,Malaysia,267
01/02/2022,Valais,Philippines,77
01/02/2022,Valais,"New Zealand, Oceania",67
01/02/2022,Valais,Singapore,894
01/02/2022,Valais,Oman,0
01/02/2022,Valais,Taiwan (Chinese Taipei),47
01/02/2022,Valais,Thailand,649
01/02/2022,Valais,Other West Asian countries,300
01/02/2022,Valais,Estonia,194
01/02/2022,Valais,Latvia,179
01/02/2022,Valais,Lithuania,250
01/02/2022,Valais,Saudi Arabia,968
01/02/2022,Valais,United Arab Emirates,1068
01/02/2022,Valais,Serbia and Montenegro,0
01/02/2022,Valais,Croatia,210
01/02/2022,Valais,Romania,883
01/02/2022,Valais,Russia,1855
01/02/2022,Valais,Slovakia,352
01/02/2022,Valais,Slovenia,429
01/02/2022,Valais,Czechia,561
01/02/2022,Valais,Ukraine,502
01/02/2022,Valais,Serbia,203
01/02/2022,Ticino,Switzerland,68054
01/02/2022,Ticino,Baltic States,0
01/02/2022,Ticino,Germany,4575
01/02/2022,Ticino,France,1487
01/02/2022,Ticino,Italy,8102
01/02/2022,Ticino,Austria,186
01/02/2022,Ticino,United Kingdom,582
01/02/2022,Ticino,Irland,87
01/02/2022,Ticino,Netherlands,676
01/02/2022,Ticino,Belgium,311
01/02/2022,Ticino,Luxembourg,130
01/02/2022,Ticino,Denmark,159
01/02/2022,Ticino,Sweden,88
01/02/2022,Ticino,Norway,60
01/02/2022,Ticino,Finland,88
01/02/2022,Ticino,Spain,650
01/02/2022,Ticino,Portugal,288
01/02/2022,Ticino,Greece,98
01/02/2022,Ticino,Turkey,69
01/02/2022,Ticino,Other European countries,246
01/02/2022,Ticino,Liechtenstein,134
01/02/2022,Ticino,Iceland,13
01/02/2022,Ticino,Poland,237
01/02/2022,Ticino,Hungary,85
01/02/2022,Ticino,Belarus,1
01/02/2022,Ticino,Bulgaria,100
01/02/2022,Ticino,Malta,28
01/02/2022,Ticino,Cyprus,12
01/02/2022,Ticino,Chile,30
01/02/2022,Ticino,United States,1359
01/02/2022,Ticino,Canada,84
01/02/2022,Ticino,Mexico,29
01/02/2022,Ticino,Brazil,155
01/02/2022,Ticino,Argentina,34
01/02/2022,Ticino,"Central America, Caribbean",0
01/02/2022,Ticino,Other South American countries,110
01/02/2022,Ticino,Other Central American countries,54
01/02/2022,Ticino,Egypt,60
01/02/2022,Ticino,Other North African countries,29
01/02/2022,Ticino,South Africa,10
01/02/2022,Ticino,Other African countries,62
01/02/2022,Ticino,Bahrain,0
01/02/2022,Ticino,Israel,57
01/02/2022,Ticino,India,168
01/02/2022,Ticino,Japan,24
01/02/2022,Ticino,Other South-East Asian countries,124
01/02/2022,Ticino,Qatar,21
01/02/2022,Ticino,Kuwait,51
01/02/2022,Ticino,Australia,37
01/02/2022,Ticino,"Australia, New Zealand, Oceania",0
01/02/2022,Ticino,China,101
01/02/2022,Ticino,Gulf States,0
01/02/2022,Ticino,Hong Kong,11
01/02/2022,Ticino,Indonesia,4
01/02/2022,Ticino,South Korea,18
01/02/2022,Ticino,Malaysia,55
01/02/2022,Ticino,Philippines,4
01/02/2022,Ticino,"New Zealand, Oceania",3
01/02/2022,Ticino,Singapore,67
01/02/2022,Ticino,Oman,0
01/02/2022,Ticino,Taiwan (Chinese Taipei),0
01/02/2022,Ticino,Thailand,71
01/02/2022,Ticino,Other West Asian countries,138
01/02/2022,Ticino,Estonia,21
01/02/2022,Ticino,Latvia,38
01/02/2022,Ticino,Lithuania,60
01/02/2022,Ticino,Saudi Arabia,135
01/02/2022,Ticino,United Arab Emirates,151
01/02/2022,Ticino,Serbia and Montenegro,0
01/02/2022,Ticino,Croatia,73
01/02/2022,Ticino,Romania,253
01/02/2022,Ticino,Russia,257
01/02/2022,Ticino,Slovakia,17
01/02/2022,Ticino,Slovenia,64
01/02/2022,Ticino,Czechia,84
01/02/2022,Ticino,Ukraine,104
01/02/2022,Ticino,Serbia,79
01/02/2022,Fribourg Region,Switzerland,20567
01/02/2022,Fribourg Region,Baltic States,0
01/02/2022,Fribourg Region,Germany,1037
01/02/2022,Fribourg Region,France,2030
01/02/2022,Fribourg Region,Italy,444
01/02/2022,Fribourg Region,Austria,129
01/02/2022,Fribourg Region,United Kingdom,103
01/02/2022,Fribourg Region,Irland,38
01/02/2022,Fribourg Region,Netherlands,358
01/02/2022,Fribourg Region,Belgium,348
01/02/2022,Fribourg Region,Luxembourg,97
01/02/2022,Fribourg Region,Denmark,45
01/02/2022,Fribourg Region,Sweden,17
01/02/2022,Fribourg Region,Norway,133
01/02/2022,Fribourg Region,Finland,6
01/02/2022,Fribourg Region,Spain,159
01/02/2022,Fribourg Region,Portugal,220
01/02/2022,Fribourg Region,Greece,41
01/02/2022,Fribourg Region,Turkey,0
01/02/2022,Fribourg Region,Other European countries,63
01/02/2022,Fribourg Region,Liechtenstein,11
01/02/2022,Fribourg Region,Iceland,2
01/02/2022,Fribourg Region,Poland,43
01/02/2022,Fribourg Region,Hungary,7
01/02/2022,Fribourg Region,Belarus,1
01/02/2022,Fribourg Region,Bulgaria,565
01/02/2022,Fribourg Region,Malta,0
01/02/2022,Fribourg Region,Cyprus,0
01/02/2022,Fribourg Region,Chile,0
01/02/2022,Fribourg Region,United States,187
01/02/2022,Fribourg Region,Canada,12
01/02/2022,Fribourg Region,Mexico,1
01/02/2022,Fribourg Region,Brazil,34
01/02/2022,Fribourg Region,Argentina,3
01/02/2022,Fribourg Region,"Central America, Caribbean",0
01/02/2022,Fribourg Region,Other South American countries,17
01/02/2022,Fribourg Region,Other Central American countries,4
01/02/2022,Fribourg Region,Egypt,2
01/02/2022,Fribourg Region,Other North African countries,9
01/02/2022,Fribourg Region,South Africa,0
01/02/2022,Fribourg Region,Other African countries,18
01/02/2022,Fribourg Region,Bahrain,0
01/02/2022,Fribourg Region,Israel,15
01/02/2022,Fribourg Region,India,23
01/02/2022,Fribourg Region,Japan,1
01/02/2022,Fribourg Region,Other South-East Asian countries,11
01/02/2022,Fribourg Region,Qatar,1
01/02/2022,Fribourg Region,Kuwait,4
01/02/2022,Fribourg Region,Australia,10
01/02/2022,Fribourg Region,"Australia, New Zealand, Oceania",0
01/02/2022,Fribourg Region,China,31
01/02/2022,Fribourg Region,Gulf States,0
01/02/2022,Fribourg Region,Hong Kong,0
01/02/2022,Fribourg Region,Indonesia,0
01/02/2022,Fribourg Region,South Korea,0
01/02/2022,Fribourg Region,Malaysia,3
01/02/2022,Fribourg Region,Philippines,0
01/02/2022,Fribourg Region,"New Zealand, Oceania",0
01/02/2022,Fribourg Region,Singapore,1
01/02/2022,Fribourg Region,Oman,0
01/02/2022,Fribourg Region,Taiwan (Chinese Taipei),0
01/02/2022,Fribourg Region,Thailand,7
01/02/2022,Fribourg Region,Other West Asian countries,12
01/02/2022,Fribourg Region,Estonia,0
01/02/2022,Fribourg Region,Latvia,1
01/02/2022,Fribourg Region,Lithuania,0
01/02/2022,Fribourg Region,Saudi Arabia,0
01/02/2022,Fribourg Region,United Arab Emirates,3
01/02/2022,Fribourg Region,Serbia and Montenegro,0
01/02/2022,Fribourg Region,Croatia,0
01/02/2022,Fribourg Region,Romania,53
01/02/2022,Fribourg Region,Russia,7
01/02/2022,Fribourg Region,Slovakia,28
01/02/2022,Fribourg Region,Slovenia,8
01/02/2022,Fribourg Region,Czechia,11
01/02/2022,Fribourg Region,Ukraine,4
01/02/2022,Fribourg Region,Serbia,8
01/02/2022,Aargau and Solothurn Region,Switzerland,32147
01/02/2022,Aargau and Solothurn Region,Baltic States,0
01/02/2022,Aargau and Solothurn Region,Germany,8407
01/02/2022,Aargau and Solothurn Region,France,943
01/02/2022,Aargau and Solothurn Region,Italy,1413
01/02/2022,Aargau and Solothurn Region,Austria,1177
01/02/2022,Aargau and Solothurn Region,United Kingdom,505
01/02/2022,Aargau and Solothurn Region,Irland,91
01/02/2022,Aargau and Solothurn Region,Netherlands,995
01/02/2022,Aargau and Solothurn Region,Belgium,306
01/02/2022,Aargau and Solothurn Region,Luxembourg,94
01/02/2022,Aargau and Solothurn Region,Denmark,60
01/02/2022,Aargau and Solothurn Region,Sweden,178
01/02/2022,Aargau and Solothurn Region,Norway,51
01/02/2022,Aargau and Solothurn Region,Finland,39
01/02/2022,Aargau and Solothurn Region,Spain,342
01/02/2022,Aargau and Solothurn Region,Portugal,133
01/02/2022,Aargau and Solothurn Region,Greece,24
01/02/2022,Aargau and Solothurn Region,Turkey,99
01/02/2022,Aargau and Solothurn Region,Other European countries,343
01/02/2022,Aargau and Solothurn Region,Liechtenstein,123
01/02/2022,Aargau and Solothurn Region,Iceland,7
01/02/2022,Aargau and Solothurn Region,Poland,988
01/02/2022,Aargau and Solothurn Region,Hungary,393
01/02/2022,Aargau and Solothurn Region,Belarus,9
01/02/2022,Aargau and Solothurn Region,Bulgaria,140
01/02/2022,Aargau and Solothurn Region,Malta,6
01/02/2022,Aargau and Solothurn Region,Cyprus,0
01/02/2022,Aargau and Solothurn Region,Chile,8
01/02/2022,Aargau and Solothurn Region,United States,496
01/02/2022,Aargau and Solothurn Region,Canada,4
01/02/2022,Aargau and Solothurn Region,Mexico,0
01/02/2022,Aargau and Solothurn Region,Brazil,65
01/02/2022,Aargau and Solothurn Region,Argentina,4
01/02/2022,Aargau and Solothurn Region,"Central America, Caribbean",0
01/02/2022,Aargau and Solothurn Region,Other South American countries,5
01/02/2022,Aargau and Solothurn Region,Other Central American countries,1
01/02/2022,Aargau and Solothurn Region,Egypt,20
01/02/2022,Aargau and Solothurn Region,Other North African countries,12
01/02/2022,Aargau and Solothurn Region,South Africa,14
01/02/2022,Aargau and Solothurn Region,Other African countries,98
01/02/2022,Aargau and Solothurn Region,Bahrain,0
01/02/2022,Aargau and Solothurn Region,Israel,43
01/02/2022,Aargau and Solothurn Region,India,244
01/02/2022,Aargau and Solothurn Region,Japan,64
01/02/2022,Aargau and Solothurn Region,Other South-East Asian countries,31
01/02/2022,Aargau and Solothurn Region,Qatar,0
01/02/2022,Aargau and Solothurn Region,Kuwait,0
01/02/2022,Aargau and Solothurn Region,Australia,48
01/02/2022,Aargau and Solothurn Region,"Australia, New Zealand, Oceania",0
01/02/2022,Aargau and Solothurn Region,China,18
01/02/2022,Aargau and Solothurn Region,Gulf States,0
01/02/2022,Aargau and Solothurn Region,Hong Kong,1
01/02/2022,Aargau and Solothurn Region,Indonesia,0
01/02/2022,Aargau and Solothurn Region,South Korea,4
01/02/2022,Aargau and Solothurn Region,Malaysia,3
01/02/2022,Aargau and Solothurn Region,Philippines,23
01/02/2022,Aargau and Solothurn Region,"New Zealand, Oceania",2
01/02/2022,Aargau and Solothurn Region,Singapore,25
01/02/2022,Aargau and Solothurn Region,Oman,0
01/02/2022,Aargau and Solothurn Region,Taiwan (Chinese Taipei),0
01/02/2022,Aargau and Solothurn Region,Thailand,21
01/02/2022,Aargau and Solothurn Region,Other West Asian countries,111
01/02/2022,Aargau and Solothurn Region,Estonia,5
01/02/2022,Aargau and Solothurn Region,Latvia,11
01/02/2022,Aargau and Solothurn Region,Lithuania,35
01/02/2022,Aargau and Solothurn Region,Saudi Arabia,1
01/02/2022,Aargau and Solothurn Region,United Arab Emirates,15
01/02/2022,Aargau and Solothurn Region,Serbia and Montenegro,0
01/02/2022,Aargau and Solothurn Region,Croatia,99
01/02/2022,Aargau and Solothurn Region,Romania,275
01/02/2022,Aargau and Solothurn Region,Russia,130
01/02/2022,Aargau and Solothurn Region,Slovakia,106
01/02/2022,Aargau and Solothurn Region,Slovenia,24
01/02/2022,Aargau and Solothurn Region,Czechia,159
01/02/2022,Aargau and Solothurn Region,Ukraine,55
01/02/2022,Aargau and Solothurn Region,Serbia,192
01/03/2022,Graubünden,Switzerland,450634
01/03/2022,Graubünden,Baltic States,0
01/03/2022,Graubünden,Germany,111243
01/03/2022,Graubünden,France,5914
01/03/2022,Graubünden,Italy,9345
01/03/2022,Graubünden,Austria,5721
01/03/2022,Graubünden,United Kingdom,17384
01/03/2022,Graubünden,Irland,405
01/03/2022,Graubünden,Netherlands,13778
01/03/2022,Graubünden,Belgium,10024
01/03/2022,Graubünden,Luxembourg,1190
01/03/2022,Graubünden,Denmark,1154
01/03/2022,Graubünden,Sweden,3566
01/03/2022,Graubünden,Norway,1354
01/03/2022,Graubünden,Finland,1254
01/03/2022,Graubünden,Spain,1059
01/03/2022,Graubünden,Portugal,882
01/03/2022,Graubünden,Greece,1068
01/03/2022,Graubünden,Turkey,427
01/03/2022,Graubünden,Other European countries,612
01/03/2022,Graubünden,Liechtenstein,984
01/03/2022,Graubünden,Iceland,138
01/03/2022,Graubünden,Poland,10020
01/03/2022,Graubünden,Hungary,468
01/03/2022,Graubünden,Belarus,59
01/03/2022,Graubünden,Bulgaria,287
01/03/2022,Graubünden,Malta,76
01/03/2022,Graubünden,Cyprus,96
01/03/2022,Graubünden,Chile,57
01/03/2022,Graubünden,United States,7066
01/03/2022,Graubünden,Canada,1378
01/03/2022,Graubünden,Mexico,212
01/03/2022,Graubünden,Brazil,1948
01/03/2022,Graubünden,Argentina,70
01/03/2022,Graubünden,"Central America, Caribbean",0
01/03/2022,Graubünden,Other South American countries,105
01/03/2022,Graubünden,Other Central American countries,103
01/03/2022,Graubünden,Egypt,63
01/03/2022,Graubünden,Other North African countries,319
01/03/2022,Graubünden,South Africa,212
01/03/2022,Graubünden,Other African countries,548
01/03/2022,Graubünden,Bahrain,10
01/03/2022,Graubünden,Israel,3198
01/03/2022,Graubünden,India,630
01/03/2022,Graubünden,Japan,145
01/03/2022,Graubünden,Other South-East Asian countries,265
01/03/2022,Graubünden,Qatar,221
01/03/2022,Graubünden,Kuwait,128
01/03/2022,Graubünden,Australia,516
01/03/2022,Graubünden,"Australia, New Zealand, Oceania",0
01/03/2022,Graubünden,China,167
01/03/2022,Graubünden,Gulf States,0
01/03/2022,Graubünden,Hong Kong,409
01/03/2022,Graubünden,Indonesia,58
01/03/2022,Graubünden,South Korea,111
01/03/2022,Graubünden,Malaysia,153
01/03/2022,Graubünden,Philippines,20
01/03/2022,Graubünden,"New Zealand, Oceania",210
01/03/2022,Graubünden,Singapore,939
01/03/2022,Graubünden,Oman,60
01/03/2022,Graubünden,Taiwan (Chinese Taipei),26
01/03/2022,Graubünden,Thailand,385
01/03/2022,Graubünden,Other West Asian countries,37
01/03/2022,Graubünden,Estonia,562
01/03/2022,Graubünden,Latvia,378
01/03/2022,Graubünden,Lithuania,210
01/03/2022,Graubünden,Saudi Arabia,269
01/03/2022,Graubünden,United Arab Emirates,509
01/03/2022,Graubünden,Serbia and Montenegro,0
01/03/2022,Graubünden,Croatia,280
01/03/2022,Graubünden,Romania,630
01/03/2022,Graubünden,Russia,666
01/03/2022,Graubünden,Slovakia,642
01/03/2022,Graubünden,Slovenia,283
01/03/2022,Graubünden,Czechia,3994
01/03/2022,Graubünden,Ukraine,139
01/03/2022,Graubünden,Serbia,113
01/03/2022,Eastern Switzerland,Switzerland,98588
01/03/2022,Eastern Switzerland,Baltic States,0
01/03/2022,Eastern Switzerland,Germany,18992
01/03/2022,Eastern Switzerland,France,1375
01/03/2022,Eastern Switzerland,Italy,2159
